fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,Acid_Ratio,Sulfur_Ratio,Sugar_Alcohol_Ratio,Total_Acidity,pH_Category,Alcohol_Sulphates_Interaction
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,6,881,0.09407894736842105,0.8571428571428571,0.18421052631578946,8.315,Moderate,7.41
8.4,0.31,0.29,3.1,0.1939999999999999,14.0,26.0,0.99536,3.22,0.78,12.0,6,882,0.036904761904761905,0.5384615384615384,0.25833333333333336,9.0,Low,9.36
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,884,0.0693181818181818,0.43478260869565216,0.4,9.6,Low,5.0
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5,885,0.08426966292134831,0.3,0.23809523809523808,9.790000000000001,Low,6.72
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6,886,0.08888888888888889,0.2857142857142857,0.23076923076923075,9.92,Low,6.760000000000001
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6,888,0.0838235294117647,0.5,0.22321428571428573,7.37,Moderate,6.272
10.7,0.9,0.34,6.6,0.1119999999999999,23.0,99.0,1.00289,3.22,0.68,9.3,5,889,0.08411214953271029,0.23232323232323232,0.7096774193548386,11.94,Low,6.324000000000001
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,891,0.09166666666666667,0.18604651162790697,0.23711340206185566,7.890000000000001,Moderate,5.528999999999999
10.1,0.45,0.23,1.9,0.0819999999999999,10.0,18.0,0.99774,3.22,0.65,9.3,6,892,0.04455445544554456,0.5555555555555556,0.2043010752688172,10.78,Low,6.045000000000001
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,893,0.09166666666666667,0.18604651162790697,0.23711340206185566,7.890000000000001,Moderate,5.528999999999999
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6,894,0.0875,0.19318181818181818,0.22448979591836735,7.86,Moderate,5.684
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,895,0.08309859154929577,0.627906976744186,0.21495327102803738,7.699999999999999,Moderate,6.2059999999999995
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,896,0.03734939759036144,0.3953488372093023,0.192,9.000000000000002,Low,9.625
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,897,0.08309859154929577,0.627906976744186,0.21495327102803738,7.699999999999999,Moderate,6.2059999999999995
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,898,0.03734939759036144,0.3953488372093023,0.192,9.000000000000002,Low,9.625
8.9,0.31,0.36,2.6,0.0559999999999999,10.0,39.0,0.99562,3.4,0.69,11.8,5,900,0.0348314606741573,0.2564102564102564,0.22033898305084745,9.57,Low,8.142
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,901,0.08581081081081081,0.48484848484848486,0.2222222222222222,8.135,Moderate,7.452
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,902,0.08581081081081081,0.48484848484848486,0.2222222222222222,8.135,Moderate,7.452
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,904,0.08676470588235294,0.6111111111111112,0.5555555555555555,7.449999999999999,Moderate,6.372
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5,906,0.075,0.15384615384615385,0.23636363636363636,8.01,Low,7.81
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6,907,0.0918032786885246,0.6666666666666666,0.19130434782608696,6.66,Moderate,6.210000000000001
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6,908,0.07027027027027027,0.5573770491803278,0.2222222222222222,8.05,Moderate,6.372
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,6,910,0.040860215053763436,0.2727272727272727,0.2878787878787879,10.160000000000002,Low,7.523999999999999
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6,911,0.030769230769230774,0.3333333333333333,0.8256880733944953,9.84,Low,6.54
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,6,912,0.046,0.5,0.2377049180327869,10.9,Low,7.563999999999999
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6,915,0.03662790697674419,0.5,0.18487394957983194,9.315,Low,7.973000000000001
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5,916,0.1349056603773585,0.11290322580645161,0.13636363636363635,6.205,Moderate,6.71
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,917,0.060294117647058824,0.5777777777777777,0.8712871287128714,7.52,Low,6.4639999999999995
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6,918,0.04285714285714285,0.4050632911392405,0.2,9.08,Low,7.92
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6,919,0.07380952380952381,0.8260869565217391,0.15254237288135591,9.139999999999999,Low,10.502
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5,920,0.042708333333333334,0.43478260869565216,0.21904761904761902,10.379999999999999,Low,5.880000000000001
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6,922,0.07380952380952381,0.8260869565217391,0.15254237288135591,9.139999999999999,Low,10.502
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5,924,0.05465116279069767,0.5,0.20535714285714285,9.34,Low,8.959999999999999
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,7,925,0.02558139534883721,0.6883116883116883,0.17272727272727273,9.18,Moderate,9.57
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,6,926,0.02553191489361702,0.7123287671232876,0.22549019607843138,9.97,Moderate,9.18
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,4,927,0.07976190476190477,0.14666666666666667,0.23913043478260873,9.26,Low,5.427999999999999
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5,928,0.05465116279069767,0.5,0.20535714285714285,9.34,Low,8.959999999999999
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7,929,0.03793103448275863,0.5263157894736842,0.27499999999999997,9.41,Low,8.76
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5,931,0.08243243243243242,0.34210526315789475,0.2040816326530612,8.02,Moderate,6.370000000000001
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,6,932,0.052631578947368425,0.4393939393939394,0.19999999999999998,8.29,Moderate,5.6049999999999995
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5,934,0.09242424242424242,0.32,0.18095238095238095,7.22,Moderate,7.665
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6,936,0.03409090909090909,0.2638888888888889,0.19491525423728812,9.480000000000002,Low,8.496
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5,939,0.07419354838709677,0.6363636363636364,0.14035087719298245,6.83,Moderate,6.156000000000001
9.9,0.27,0.49,5.0,0.0819999999999999,9.0,17.0,0.99484,3.19,0.52,12.5,7,941,0.027272727272727275,0.5294117647058824,0.4,10.66,Low,6.5
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7,942,0.04257425742574258,0.25,0.26,10.93,Low,6.4
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,7,944,0.03614457831325301,0.4583333333333333,0.3140495867768595,9.090000000000002,Low,7.744
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,7,946,0.04313725490196079,0.4583333333333333,0.3416666666666666,11.219999999999999,Low,11.879999999999999
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7,947,0.033734939759036145,0.5,0.16935483870967744,9.06,Low,7.688
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,949,0.013483146067415729,0.47619047619047616,0.15126050420168066,9.469999999999999,Moderate,9.044
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,950,0.013483146067415729,0.47619047619047616,0.15126050420168066,9.469999999999999,Moderate,9.044
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7,951,0.033734939759036145,0.5,0.16935483870967744,9.06,Low,7.688
8.2,0.31,0.4,2.2,0.0579999999999999,6.0,10.0,0.99536,3.31,0.68,11.2,7,952,0.037804878048780494,0.6,0.19642857142857145,8.91,Low,7.616
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7,953,0.03333333333333334,0.5555555555555556,0.17355371900826447,11.02,Low,8.348999999999998
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5,955,0.024705882352941175,0.391304347826087,0.18269230769230768,9.23,Low,6.968000000000001
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,6,956,0.04,0.5,0.18584070796460175,9.879999999999999,Low,7.006
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7,958,0.08906249999999999,0.6944444444444444,0.20353982300884954,7.090000000000001,Moderate,8.023
8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,0.99518,3.16,0.85,11.1,6,960,0.05529411764705882,0.47368421052631576,0.17117117117117117,9.24,Low,9.434999999999999
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5,961,0.07887323943661972,0.3888888888888889,0.17204301075268816,7.8,Low,5.766
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,5,962,0.08636363636363636,0.375,0.2210526315789474,7.1899999999999995,Low,6.555
8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,0.99518,3.16,0.85,11.1,6,964,0.05529411764705882,0.47368421052631576,0.17117117117117117,9.24,Low,9.434999999999999
8.5,0.66,0.2,2.1,0.0969999999999999,23.0,113.0,0.99733,3.13,0.48,9.2,5,967,0.07764705882352942,0.20353982300884957,0.2282608695652174,9.36,Low,4.4159999999999995
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6,968,0.044444444444444446,0.6304347826086957,0.19672131147540983,9.83,Low,7.319999999999999
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6,971,0.025,0.6,0.17431192660550457,11.14,Low,9.483
8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,7,974,0.0375,0.5384615384615384,0.487603305785124,9.540000000000001,Low,7.502
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5,975,0.056944444444444436,0.4861111111111111,0.22340425531914893,7.91,Moderate,4.888000000000001
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,5,977,0.07023809523809524,0.2605042016806723,0.28571428571428575,9.28,Low,4.55
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7,978,0.05714285714285715,0.3103448275862069,0.3185840707964602,7.720000000000001,Low,5.537
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6,980,0.054945054945054944,0.47058823529411764,0.18095238095238095,9.9,Low,7.455
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5,981,0.09052631578947368,0.4642857142857143,0.19,10.62,Low,6.2
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6,982,0.07123287671232877,0.7285714285714285,0.16279069767441862,8.14,Low,10.578
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6,983,0.054945054945054944,0.47058823529411764,0.18095238095238095,9.9,Low,7.455
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,6,985,0.07837837837837837,0.6363636363636364,0.17699115044247787,7.98,Moderate,6.554
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5,987,0.05070422535211268,0.5,0.1702127659574468,7.76,Moderate,4.7
7.7,0.39,0.12,1.7,0.0969999999999999,19.0,27.0,0.99596,3.16,0.49,9.4,5,988,0.05064935064935065,0.7037037037037037,0.18085106382978722,8.209999999999999,Low,4.606
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,6,989,0.030412371134020618,0.6666666666666666,0.13761467889908258,10.395,Low,5.559
7.7,0.39,0.12,1.7,0.0969999999999999,19.0,27.0,0.99596,3.16,0.49,9.4,5,990,0.05064935064935065,0.7037037037037037,0.18085106382978722,8.209999999999999,Low,4.606
7.1,0.34,0.28,2.0,0.0819999999999999,31.0,68.0,0.99694,3.45,0.48,9.4,5,991,0.04788732394366198,0.45588235294117646,0.2127659574468085,7.72,Moderate,4.512
7.1,0.34,0.28,2.0,0.0819999999999999,31.0,68.0,0.99694,3.45,0.48,9.4,5,993,0.04788732394366198,0.45588235294117646,0.2127659574468085,7.72,Moderate,4.512
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6,995,0.07792207792207792,0.4634146341463415,0.19801980198019803,8.360000000000001,Low,6.262
8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,6,998,0.0943820224719101,0.4,0.15384615384615385,10.08,Low,4.367999999999999
6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,6,999,0.10781249999999999,0.5833333333333334,0.12790697674418602,7.09,Moderate,6.837000000000001
7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7,1000,0.05733333333333333,0.5,0.19130434782608696,8.23,Moderate,8.28
8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,5,1004,0.05243902439024391,0.6,0.1553398058252427,8.919999999999998,Low,5.562000000000001
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7,1005,0.052941176470588235,0.5,0.140625,7.48,Low,7.040000000000001
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7,1006,0.031868131868131866,0.48148148148148145,0.1752136752136752,9.719999999999999,Low,9.828
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,7,1007,0.03296703296703297,0.48,0.17094017094017094,9.74,Low,9.828
8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,7,1008,0.03932584269662921,0.5,0.3,9.65,Low,8.399999999999999
8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,7,1010,0.03146067415730337,0.5833333333333334,0.1382113821138211,9.629999999999999,Low,6.765000000000001
8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,6,1011,0.03595505617977528,0.631578947368421,0.1923076923076923,9.530000000000001,Low,5.720000000000001
7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,5,1012,0.1305194805194805,0.34375,0.21000000000000002,8.855,Low,4.8
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,6,1013,0.09466666666666666,0.7096774193548387,0.16,8.21,Low,5.8
8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,6,1014,0.0725,0.42857142857142855,0.17857142857142858,8.74,Low,6.4959999999999996
8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,7,1016,0.04269662921348315,0.42857142857142855,0.17460317460317462,9.680000000000001,Low,9.45
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6,1018,0.0225,0.3302752293577982,0.07086614173228346,8.549999999999999,Very Low,5.588
7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,5,1019,0.07142857142857142,0.43478260869565216,0.17307692307692307,7.64,Moderate,6.344
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6,1020,0.03185840707964602,0.375,0.20168067226890754,12.32,Low,6.307
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6,1021,0.03185840707964602,0.375,0.20168067226890754,12.32,Low,6.307
7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,5,1022,0.07285714285714286,0.4444444444444444,0.2,7.6,Low,5.67
8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,6,1023,0.039024390243902446,0.3333333333333333,0.18699186991869915,8.94,Low,6.765000000000001
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7,1024,0.07532467532467532,0.6666666666666666,0.17142857142857143,8.29,Low,5.880000000000001
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,6,1025,0.09651162790697675,0.3953488372093023,0.2692307692307692,9.43,Low,6.24
7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,6,1026,0.039240506329113925,0.3888888888888889,0.15079365079365079,8.530000000000001,Moderate,7.056
6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,5,1027,0.12421875,0.5384615384615384,0.18965517241379312,7.195,Moderate,6.032
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7,1029,0.07532467532467532,0.6666666666666666,0.17142857142857143,8.29,Low,5.880000000000001
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,5,1032,0.10123456790123457,0.35714285714285715,0.4270833333333333,8.92,Low,5.088
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,6,1034,0.08370786516853933,0.3125,0.2577319587628866,9.825,Low,4.558999999999999
10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,7,1035,0.03663366336633663,0.29411764705882354,0.22641509433962265,10.809999999999999,Low,6.89
7.6,0.31,0.34,2.5,0.0819999999999999,26.0,35.0,0.99356,3.22,0.59,12.5,7,1036,0.04078947368421053,0.7428571428571429,0.2,8.25,Low,7.375
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7,1038,0.047126436781609195,0.5952380952380952,0.4920634920634921,9.52,Low,9.702
8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6,1039,0.056179775280898875,0.5384615384615384,0.19819819819819823,9.610000000000001,Low,9.213
6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,6,1041,0.07101449275362319,0.5,0.173469387755102,7.580000000000001,Low,6.272
6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,6,1044,0.0609375,0.22641509433962265,0.27049180327868855,7.12,Low,7.563999999999999
6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,6,1045,0.06376811594202898,0.8421052631578947,0.12280701754385964,7.340000000000001,Low,6.612
7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,6,1046,0.10263157894736843,0.7333333333333333,0.15887850467289721,8.379999999999999,Low,6.6339999999999995
7.1,0.43,0.17,1.8,0.0819999999999999,27.0,51.0,0.99634,3.49,0.64,10.4,5,1047,0.06056338028169014,0.5294117647058824,0.17307692307692307,7.699999999999999,Moderate,6.656000000000001
9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,6,1048,0.052688172043010746,0.21428571428571427,0.15596330275229356,10.15,Low,8.502
9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,6,1049,0.05376344086021505,0.35294117647058826,0.16666666666666666,10.16,Low,8.316
8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,5,1051,0.054117647058823534,0.35555555555555557,0.15217391304347827,9.55,Low,12.328
5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,5,1052,0.10803571428571429,0.76,0.18604651162790697,6.255,Moderate,7.095000000000001
8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7,1053,0.03975903614457831,0.45,0.1811023622047244,9.05,Low,9.779
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6,1055,0.07804878048780489,0.06493506493506493,0.21978021978021978,9.11,Low,5.6419999999999995
8.9,0.48,0.53,4.0,0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,7,1056,0.053932584269662916,0.3,0.3305785123966942,9.91,Low,7.138999999999999
7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,5,1057,0.05526315789473684,0.3111111111111111,0.4285714285714286,8.27,Low,5.186999999999999
9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,7,1058,0.05353535353535353,0.5769230769230769,0.20689655172413793,11.0,Low,8.815999999999999
8.9,0.48,0.53,4.0,0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,7,1059,0.053932584269662916,0.3,0.3305785123966942,9.91,Low,7.138999999999999
11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,6,1060,0.019827586206896553,0.375,0.18181818181818182,12.4,Low,6.93
9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,12.5,8,1061,0.04395604395604396,0.4375,0.14400000000000002,10.0,Low,8.625
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,6,1062,0.0475,0.4,0.16666666666666666,8.82,Low,7.296
10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,6,1063,0.028431372549019607,0.35294117647058826,0.20338983050847456,11.139999999999999,Low,7.434
8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,6,1064,0.0902439024390244,0.5,0.1694915254237288,9.03,Low,6.726
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6,1065,0.07922077922077922,0.3,0.23529411764705882,8.49,Low,6.119999999999999
6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,7,1066,0.0787878787878788,0.5,0.192,7.199999999999999,Low,9.0
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7,1067,0.027927927927927927,0.3,0.2018348623853211,11.94,Low,9.047
8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,5,1069,0.0775,0.5384615384615384,0.25925925925925924,8.969999999999999,Low,6.696000000000001
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,7,1070,0.035483870967741936,0.5135135135135135,0.13513513513513514,10.08,Low,9.879
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5,1071,0.10266666666666667,0.32608695652173914,0.8804347826086957,8.469999999999999,Low,5.335999999999999
8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,6,1073,0.0775,0.43243243243243246,0.25233644859813087,8.95,Low,6.2059999999999995
9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,6,1076,0.03232323232323232,0.375,0.17543859649122806,10.780000000000001,Low,8.322
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5,1078,0.04302325581395349,0.375,0.5818181818181819,9.62,Low,6.38
7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51,12.3,7,1079,0.03797468354430379,0.13489208633093525,0.6747967479674797,8.88,Low,6.273000000000001
7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,7,1081,0.03797468354430379,0.12975778546712802,0.6747967479674797,8.88,Low,6.273000000000001
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6,1082,0.05277777777777778,0.44285714285714284,0.18947368421052632,7.88,Moderate,5.6049999999999995
8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,6,1083,0.04827586206896552,0.5423728813559322,0.19999999999999998,9.569999999999999,Low,9.24
6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,5,1085,0.07058823529411765,0.625,0.1875,7.359999999999999,Low,4.704
8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,7,1086,0.04,0.3333333333333333,0.4051724137931035,9.24,Low,7.656
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,6,1087,0.024050632911392405,0.6,0.14285714285714288,8.51,Low,7.727999999999999
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7,1088,0.0353448275862069,0.5365853658536586,0.15151515151515152,12.55,Low,7.524
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7,1089,0.0353448275862069,0.5365853658536586,0.15151515151515152,12.55,Low,7.524
10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,8,1090,0.026000000000000002,0.5675675675675675,0.16101694915254236,10.8,Very Low,7.434
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6,1091,0.043037974683544304,0.42105263157894735,0.17543859649122806,8.66,Low,6.84
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6,1092,0.07714285714285715,0.625,0.17391304347826086,7.63,Moderate,6.784999999999999
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7,1093,0.03369565217391304,0.3548387096774194,0.18333333333333335,9.87,Low,10.32
6.6,0.725,0.09,5.5,0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,6,1094,0.10984848484848485,0.5294117647058824,0.5092592592592592,7.414999999999999,Low,5.292
6.6,0.725,0.09,5.5,0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,6,1096,0.10984848484848485,0.5294117647058824,0.5092592592592592,7.414999999999999,Low,5.292
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5,1099,0.060465116279069774,0.2777777777777778,0.15957446808510636,9.5,Low,4.888000000000001
